audio_file|text
jfk_00487.wav|But the establishment of this agency will provide new and better tools for this effort.
jfk_00488.wav|I am pleased and heartened by the bipartisan support this bill enjoyed in the Congress.
jfk_00489.wav|The leaders of both political parties gave encouragement and assistance.
jfk_00490.wav|The new agency brings renewed hope for agreement and progress
jfk_00492.wav|I want to express my thanks to the members of Congress, particularly who are here, who were especially interested.
jfk_00493.wav|I'm extremely sorry that Senator Humphrey, who was a particularly vigorous proponent of this legislation for many years in the Senate, is obliged to remain in Washington.
jfk_00494.wav|And I want to add a special word of thanks to Mr. McCloy, who is the disarmament advisor, who has given this entire matter
jfk_00496.wav|I want to take this opportunity to announce that the Director of the United States Arms Control and Disarmament Agency, set up by this legislation, will be Mr. William Foster.
jfk_00497.wav|He has been a consultant to Mr. McCloy in preparing the American plan, which has been submitted to the United Nations General Assembly yesterday.
jfk_00498.wav|And he and a group have been working for many months, full time, on this most important assignment.
jfk_00499.wav|I think that Mr. Salinger can give this afternoon to any members of the press some of the biographical material.
jfk_00500.wav|Mr. Foster has been a distinguished public servant for many years in the Congress, as a most active and leading official in the Marshall Plan.
jfk_00501.wav|He is a Republican, and I think his appointment indicates
jfk_00503.wav|So I want to express our appreciation to you, Mr. Foster, for taking on this assignment.
jfk_00504.wav|Mr. Salinger, perhaps, can fill in some of the details.
jfk_00506.wav|The director of this has the rank of an Undersecretary of State, and his work will be most closely coordinated with the Secretary of State, me in the White House, and with our representatives at the General Assembly.
jfk_00507.wav|Perhaps we get a photographer in here to get a picture in here with Mr. Boston.
jfk_00508.wav|The President's remarks upon announcing the appointment of John McCone to head the Central Intelligence Agency.
jfk_00509.wav|from the Naval War College at Newport, Rhode Island, September 27, 1961.
jfk_00510.wav|Mr. Dulles, Mr. McCone, I want to express first our appreciation to you, Admiral, for your hospitality this morning and that of the United States Navy.
jfk_00512.wav|I have asked Mr. John McCone to
jfk_00513.wav|accept the responsibility of being the director of the Central Intelligence Agency and chairman of the Joint Intelligence Board, and I've asked him to assume this responsibility later in the fall.
jfk_00514.wav|When Mr. Alan Dulles and I had our conversation last November, and when I asked him to continue on in his responsibility
jfk_00515.wav|as director of the Central Intelligence Agency, he agreed to do so for a year.
jfk_00517.wav|and that the transition which would be made this fall should be as smooth and effective as possible.
jfk_00519.wav|in the administration of President Eisenhower has agreed to once more come and accept a position of high responsibility.
jfk_00521.wav|Coming once again to Washington represents a real sacrifice for him.
jfk_00522.wav|I know that all of us who are concerned with our present responsibilities are extremely happy to have his counsel.
jfk_00524.wav|He will come in about two weeks and work with Mr. Dulles, and in November will assume the responsibility.
jfk_00525.wav|I would like to say one word about my very strong feelings of appreciation and regard for the present director of the Central Intelligence Agency.
jfk_00526.wav|He has a record almost unique, if not unique, in the history of this country.
jfk_00529.wav|I know of no man who is a more courageous, selfless public servant than Mr. Allen Dulles.
jfk_00532.wav|He has agreed to continue to serve as a consultant to me on intelligence matters, and therefore his long experience will be available to the people of this country.
jfk_00533.wav|Remarks of the President upon his arrival at the Raleigh-Durham Airport, October 12, 1961.
jfk_00534.wav|Governor Sanford, members of the Congress, Secretary Hodges, I want to express my pleasure at again being back in North Carolina.
jfk_00535.wav|The last time was a year ago, though the conditions were somewhat different.
jfk_00536.wav|I do want to say that it's a great satisfaction to me to join you in opening this fair.
jfk_00539.wav|has been among the most vigorous of any state in the United States.
jfk_00540.wav|And this effort to tie together in a place where this state and country and world can see the products of this state, I think can mean increased development and well-being for the people of this state in the future.
jfk_00541.wav|What Governor Sanford and the officials and the people of this state are attempting to
jfk_00542.wav|in developing the economy of North Carolina and in providing a better life for the people.
jfk_00543.wav|We, with the help of the Secretary of Commerce, Governor Sanford's predecessor, are attempting to do in the nation.
jfk_00548.wav|And I think together we can show what North Carolina and the United States can and must do.
jfk_00549.wav|And therefore, as President of the United States, it is a high honor to open this fair, and with it, to show the world what North Carolina stands for.
jfk_00550.wav|Remarks of the President upon the arrival of the President of Finland, Andrews Air Force Base, October 16, 1961.
jfk_00552.wav|Mr. Minister, I want to express on behalf of the people of the United States our great satisfaction at your visit here as President of your country.
jfk_00555.wav|They are the qualities which we have found in those Finns who have come among us and raised their families.
jfk_00556.wav|And it is a source of personal pleasure to us all that during your visit here you will, in Michigan, have a chance to visit one of those families who are related to you.
jfk_00557.wav|In addition, throughout the long history of the Finnish people, and especially today,
jfk_00558.wav|We have come to recognize in the actions of her people, her outlook on life, her determination to maintain her own freedom, her own integrity.
jfk_00561.wav|Your last visit to the United States was when you led the Olympic team from Finland to Los Angeles in 1932.
jfk_00564.wav|But I'm confident that the same warm ties which were in existence then, many years ago, in other days, are strengthened today.
jfk_00565.wav|Mr. President, though you have come from a far north country, here to the United States, to Washington, you have come to a country which is warm in its welcome to you and in our admiration for your people.
jfk_00566.wav|REMARKS OF THE PRESIDENT UPON THE ARRIVAL OF THE PRESIDENT OF LIBERIA, NATIONAL AIRPORT, WASHINGTON, D.C., OCTOBER 19, 1961.
jfk_00567.wav|Mr. President, it is a great honor to welcome you and the members of your government here on a visit to Washington and the United States.
jfk_00568.wav|You have occupied a position of the highest responsibility in your country.
jfk_00569.wav|since 1943, a record unprecedented at this time any place in the world.
jfk_00570.wav|You are the only surviving political leader of those days long ago during the days of the Second World War.
jfk_00571.wav|You have come on many occasions to the United States, and you come again on this occasion
jfk_00572.wav|at a time of great change in Africa, a time of great progress within your own country.
jfk_00573.wav|You, Mr. President, are a symbol of stability and also of change.
jfk_00575.wav|to welcome a leader who has been identified in his own life and in his own country for the great causes of freedom and progress and well-being of his people.
jfk_00576.wav|And therefore, Mr. President, I welcome you to the United States once again.
jfk_00577.wav|I express particular pleasure in having you here at this time and in having an opportunity to discuss with you the great changes which are occurring in Africa and throughout the world.
jfk_00578.wav|With your long view, your long experience, you are a most welcome guest.
jfk_00579.wav|Mr. President, the people of the United States once again wish to join in welcoming you to our country.
jfk_00580.wav|Remarks of the President to a group of Latin American archivists from the Rose Garden of the White House, October 24, 1961.
jfk_00581.wav|Ladies and gentlemen, I want to express our great pleasure and satisfaction in having all of you here.
jfk_00582.wav|On the archives building here in Washington, you've probably seen the phrase, what is past is prologue.
jfk_00583.wav|And your ability to guard and make possible the interpretation of the past, I think, will ensure a stronger future.
jfk_00584.wav|I'm hopeful that the meeting here will improve the techniques which we all have for preserving the record of the past.
jfk_00586.wav|It will make it more possible for you and for us to make meaningful this past to our present citizens.
jfk_00587.wav|I think there's no sense in having the papers of the past beautifully kept unless they have an impact on the lives of our people.
jfk_00588.wav|I have, for example, always felt that one of the great lacks among Americans of this country in their knowledge of the past has been
jfk_00589.wav|their knowledge of the whole Spanish influence and exploration and development in the 16th century in the Southwest United States, which is a tremendous story.
jfk_00590.wav|Unfortunately, too many Americans think that America was discovered in 1620 when the Pilgrims came to my own state, and they forget the tremendous
jfk_00591.wav|adventure of the 16th century, the early 17th century, the Southern United States and Southwest.
jfk_00593.wav|You have the most, you keep, the doctor was telling me in Mexico, some of the records of Cortes in his country.
jfk_00594.wav|I'm sure that stretching through all your countries are the most extraordinary records of courage and fortitude and perseverance.
jfk_00597.wav|Can you improve it?
jfk_00598.wav|Remarks made upon the arrival of the President and Prime Minister Nehru of India at Andrews Air Force Base, Maryland, November 6th, 1961.
jfk_00601.wav|Some national leaders, and it is a source of pride to us as Americans that some American leaders have their fame, their reputation,
jfk_00602.wav|have spread across their national frontiers and boundaries, and their reputation and the affection in which they are held have become worldwide.
jfk_00605.wav|India and America are separated by half the globe, but I think that you are aware, as you surely must have been aware,
jfk_00607.wav|So, Prime Minister, we welcome you here to the shores of this country as a friend, as a great world leader, as one who has in his own
jfk_00608.wav|life and times, stood for those basic aspirations which the United States stands for today.
jfk_00609.wav|Prime Minister, you are most welcome here to this country, and we hope that when you leave, you will find renewed sense of vigor and purpose here in the United States.
jfk_00611.wav|Remarks to the Board of Trustees of the Union of American Hebrew Congregations in the White House Rose Garden, November 13, 1961.
jfk_00612.wav|Rabbi, Mr. President, Secretary Goldberg, I will ask the Secretary of Labor to translate this for me.
jfk_00616.wav|Mr. President, this is the least of my challenges.
jfk_00617.wav|I want to express my great satisfaction in welcoming you to the White House again, and to tell you how grateful I am for your generosity.
jfk_00618.wav|These Torahs I know have a special significance for you, and particularly this one.
jfk_00620.wav|I think, as the rabbi said, that the significance of this ceremony is not merely a gift of an ancient document,
jfk_00622.wav|I've never felt that we should attempt to use the great impulse towards
jfk_00623.wav|God and towards religion, which all people feel as an element in a Cold War struggle.
jfk_00625.wav|In the inaugural address to which the rabbi mentioned, I said that the basic issue
jfk_00626.wav|was that the rights the citizen enjoyed did not come from the state, but rather came from the hand of God.
jfk_00627.wav|And it's written here, and it's written in the Old and the New Testament.
jfk_00628.wav|So I'm grateful to you, and I want you to know that in coming here today, I think it symbolizes the happy relations which exist between all religious groups and must continue to exist in this country.
jfk_00631.wav|There's no gift which could please me more, and I'm delighted to welcome you to your house.
jfk_00632.wav|Remarks of the President at the presentation of the Harmon Flying Trophy to the crew of the X-15 rocket plane from the fishroom of the White House, November 28, 1961.
jfk_00635.wav|I think that this award is particularly gratifying because it is a very exact combination of technical development, engineering skill,
jfk_00637.wav|I think, as you pointed out, flights of over 4,000 miles an hour at 200 and
jfk_00640.wav|So that I think in presenting it to these three men, I think they will also permit us to share their pride and satisfaction as a country.
jfk_00641.wav|So gentlemen, I want to, on behalf of the trustees, on behalf of the people of this country, to present this trophy to you and to tell you that your achievements give us the greatest possible satisfaction
jfk_00642.wav|and a sense of pride in knowing that Americans have made this tremendous contribution and that we produced a U-3.
jfk_00643.wav|Remarks of the President upon arriving Makita Airport, Caracas, Venezuela, December 16, 1961.
jfk_00645.wav|to come to your country on my first visit as President of the United States to one of our sister republics in this hemisphere.
jfk_00646.wav|And I am also proud to be the first President of the United States to visit this country.
jfk_00647.wav|But in a very real sense, I follow in the footsteps of my distinguished predecessor, President Franklin Roosevelt, who devoted so much of his efforts, so much of his talents,
jfk_00648.wav|to binding together the countries of this hemisphere who are united by nature and united in their common aspirations.
jfk_00656.wav|And I hope in the time that we are here that I will benefit from his counsel and advice.
jfk_00657.wav|Mr. President, Mrs. Kennedy and I are delighted to be your guests, and we're proud to be here among your people.
jfk_00659.wav|The President's greetings to Secretary of State Rusk upon the Secretary's arrival from the Punta del Este conference.
jfk_00665.wav|and to the members of Congress who accompanied him, who represented us all.
jfk_00667.wav|And my strong conviction is that as a result of this meeting, and as a result of the efforts of the delegation, this system has been strengthened.
jfk_00668.wav|And I think communism has been isolated in this hemisphere, and I think the hemisphere can move onward to progress.
jfk_00669.wav|So Mr. Secretary, members of the Congress, we thank you and welcome you home with great appreciation.
jfk_00670.wav|REMARKS OF THE PRESIDENT UPON RECEIVING A TYPEWRITER WHICH BELONGED TO PRESIDENT WILSON FROM THE FISHROOM OF THE WHITE HOUSE, FEBRUARY 6, 1962.
jfk_00672.wav|things which were associated with our presidents, he thought that we should, suggested that we might get in touch with the Red Cross and see if they'd be willing to turn it back to the White House.
jfk_00673.wav|I called General Grunther, and he informed me that the typewriter belonged to the Grayson family.
jfk_00675.wav|I think it was in the White House during President Wilson's administration, and it was sold, I understand, from Professor Link,
jfk_00676.wav|during the Harding administration as surplus, and became the possession of Admiral Grayson, who had been associated with President Wilson, and has continued to be a valuable possession of the Grayson family.
jfk_00677.wav|The Grayson family were very generous enough to agree to have it come to the White House, and we're most indebted to them because we know what a valuable source of satisfaction it was to them because of the association with their
jfk_00679.wav|So we're very appreciative to them and we're very glad to have this come to the White House.
jfk_00680.wav|It was on this typewriter that he typed his 14 points and other messages.
jfk_00681.wav|We're going to put it on exhibit here at the White House so that the million people who come every year can see it because it reminds us of a distinguished president and of this distinguished role he played in the life of our country.
jfk_00683.wav|members of the family, General Grunthal, the Red Cross, Mr. Lawrence for reminding us of this.
jfk_00684.wav|That's a link to his valuable works on the life of President Wilson.
jfk_00685.wav|And this is... My wife has collected everything and this is my... This is the only thing I've produced.
jfk_00687.wav|REMARKS OF THE PRESIDENT TO THE COMMUNICATIONS WORKERS OF AMERICA FROM THE ROSE GARDEN OF THE WHITE HOUSE, FEBRUARY 14, 1962.
jfk_00688.wav|I want to welcome you all here this morning.
jfk_00689.wav|It's a great source of satisfaction to me.
jfk_00690.wav|I am an old friend of your President's, Joe Byrne.
jfk_00693.wav|And so we've, I don't know whether we'd win that today.
jfk_00694.wav|But I do also want to welcome you because yours is an outstanding union.
jfk_00695.wav|And I am a great believer in the contribution which the union movement can make, not only in this country, in maintaining a progressive economy, but also the contribution which the union movement can make around the world.
jfk_00698.wav|I know that you're here in Washington taking part in one of the most important assignments
jfk_00699.wav|which faces your union to make a determination on what you should do in regard to collective bargaining.
jfk_00701.wav|I want to commend you for the responsible way that you are moving towards your assignment.
jfk_00702.wav|We are all concerned commonly with advancing the public interest.
jfk_00703.wav|You have a responsibility towards your members and towards the country.
jfk_00704.wav|And I'm sure that you're going to meet your responsibility to both of these
jfk_00705.wav|to your people and to all the American people in maintaining our economy in a way which protects our people and makes it more possible for them to participate more fully in our lives here.
jfk_00708.wav|I welcome you here individually and also because you represent an outstanding American organization and also because of your distinguished president, who I regard as one of
jfk_00711.wav|The President's Remarks to a Group of Foreign Educators from the Rose Garden of the White House, February 16, 1962.
jfk_00712.wav|Ladies and gentlemen, I want to say that how proud we've been that you chose to come to this country to examine our educational system.
jfk_00713.wav|And I'm sure that you taught us during your visit here more than you learned.
jfk_00714.wav|There is, I know, a great tendency in every country, including my own, to consider education important, but perhaps not so vital.
jfk_00715.wav|We are so concerned in so many parts of the world with the problems that are coming today, next year, and the year after.
jfk_00716.wav|And it does take five or 10 or 15 years to educate a boy or girl
jfk_00717.wav|And therefore, there is a tendency to concentrate available resources on the problems we face now and perhaps ignore what the potentialities and capabilities will be of our people 10 or 15 years from now.
jfk_00718.wav|Thomas Jefferson once said that if you expect a people to be ignorant and free, you expect what never was and never will be.
jfk_00719.wav|And from the beginning of this country, in order to maintain a very difficult discipline, which is self-government,
jfk_00721.wav|My own feeling is we have to do better, not only in quantity, but also in quality.
jfk_00722.wav|And I'm hopeful that we can develop in this country a cult of excellence in regard to education and intellectual development, which will make this country more equipped to meet its problems.
jfk_00726.wav|Our educational system has represented the devoted effort of our citizenry,
jfk_00730.wav|And we hope that when you go home, you will be able to communicate to them
jfk_00731.wav|not only things that you may have liked here or disliked, but also a sense of a people desiring to improve themselves and their country.
jfk_00733.wav|Remarks of the president upon the successful flight of astronaut Glenn.
jfk_00736.wav|great happiness and thanksgiving of all of us that Colonel Glenn has completed his trip, and I know that this is particularly felt by Mrs. Glenn and his two children.
jfk_00737.wav|A few days ago, Colonel Glenn came to the White House and visited me, and he was, as are the other astronauts, the kind of American of whom we are most proud.
jfk_00738.wav|Some years ago, as a Marine pilot, he raced the sun across this country and lost, and today he won.
jfk_00739.wav|I also want to say a word for all those who participated with Colonel Glenn at Canaveral.
jfk_00741.wav|The burdens upon them were great, but they kept their heads and they made a judgment, and I think their judgment has been vindicated.
jfk_00744.wav|But this is the new ocean, and I believe the United States must sail on it and be in a position second to none.
jfk_00745.wav|Some years, months ago, I said that I hoped that every American would serve his country.
jfk_00746.wav|Today, Colonel Glenn served his, and we all express our thanks to him.
jfk_00747.wav|EXCERPTS FROM A SPECIAL CONSUMER MESSAGE TO CONGRESS Read by the President to Newsmen in the Fishroom of the White House, March 15, 1962.
jfk_00748.wav|I have sent to the Congress today a special message on protecting the consumer interests.
jfk_00750.wav|All of us deserve the right to be protected against fraudulent
jfk_00751.wav|or misleading advertisements and labels, the right to be protected against unsafe or worthless drugs and other products, the right to choose from a variety of products at competitive prices.
jfk_00752.wav|But modern living is so complex that the present laws on the statute books are inadequate to secure these rights.
jfk_00753.wav|Thousands of common household items contain potentially harmful substances.
jfk_00755.wav|New chemicals are being added to our food or sprayed on crops.
jfk_00756.wav|90% of the prescriptions written today are for drugs which were unknown 20 years ago.
jfk_00757.wav|Unless the housewife is an expert dietician, mathematician, chemist, and mechanic, she cannot properly and economically run her house and shop for her family.
jfk_00761.wav|And I have asked the Congress, first of all, for strengthened regulatory authority over foods, drugs, and cosmetics.
jfk_00762.wav|Since 1913, an act of the Congress has protected hogs, sheep, and cattle against the marketing of worthless drugs.
jfk_00763.wav|It is time that we gave men, women, and children the same protection.
jfk_00764.wav|New drugs are being placed on the market every day without any requirement
jfk_00765.wav|of advanced proof that they will be effective in treating the conditions for which they are recommended.
jfk_00766.wav|Over 20% of the new drugs available since 1956 were found to be incapable of bearing out one or more of their sponsors' claims on what their effect would be.
jfk_00767.wav|This means that people are not only wasting their money, but are also suffering needlessly.
jfk_00768.wav|Similarly, $2 billion worth of cosmetics are sold every year
jfk_00769.wav|without any requirement that they be tested for safety.
jfk_00770.wav|And as a result, thousands of women have suffered burns and other injuries to the eyes, skin, and hair.
jfk_00771.wav|A fifth of all the meat we now eat is not inspected by the Department of Agriculture.
jfk_00772.wav|And extensive underground traffic exists in habit-forming barbiturates and stimulants, drugs which could often be sold by a simple common name
jfk_00773.wav|are too often sold by complex scientific names which confuse the purchaser and raise the price.
jfk_00774.wav|All of these problems are covered by my recommendations to the Congress today.
jfk_00776.wav|to be capable of receiving 70 ultra-high frequency channels, as well as the 12 VHF channels, and laws to tighten up our safeguards against monopolies and mergers, which injure the consumer's interest.
jfk_00777.wav|None of these recommendations are very costly, but I believe that they can be immensely important to the well-being of every American family.
jfk_00778.wav|The President's Remarks on Physical Fitness from the South Lawn of the White House, Washington, D.C., March 30, 1962.
jfk_00779.wav|I welcome this opportunity to speak to the people of America about a subject which I believe to be most important, and that is the subject of physical fitness.
jfk_00780.wav|And I speak not only as President of the United States, but also as a parent of two children,
jfk_00781.wav|who I hope will grow up with those qualities of vigor and energy which we identify with the best of America.
jfk_00783.wav|A country is as strong really as its citizens, and I think that mental and physical health, mental and physical vigor, go hand in hand.
jfk_00784.wav|I hope that we will not find a day in the United States when all of us are spectators except for a few who are out on the field,
jfk_00787.wav|Our citizens are living longer, and we want them to participate fully in that longer life.
jfk_00789.wav|give some of their time and some of their effort to maintaining that vitality.
jfk_00791.wav|in the life around us, and in so doing will be better citizens and happier ones.
jfk_00792.wav|This is a challenge for us all, children, boys and girls, college students, mothers and fathers, and all of us, I think, should welcome it.
jfk_00793.wav|I hope all of you will join in a great national effort to build a strong and better America through physical effort and through the contributions we can make by the drive and force we bring to our daily lives.
jfk_00795.wav|The President's remarks to the representatives of the Agricultural Stabilization and Conservation Committee from the South Lawn of the White House, Washington, D.C., April the 4th, 1962.
jfk_00796.wav|Mr. Secretary, Undersecretary, Assistant Secretary, Senator Jensen, ladies and gentlemen,
jfk_00797.wav|I want you to know that we're planning to grow wheat, corn, livestock.
jfk_00800.wav|And to first, I want to express what I think is the appreciation of all those who are concerned about the welfare of the farmers to our distinguished secretary, who has worked, I think, tirelessly, even though he may not
jfk_00801.wav|have always proposed programs, which every farmer agrees with.
jfk_00802.wav|I think every farmer does agree that they have now a secretary of agriculture who is committed to their progress.
jfk_00804.wav|Which is a. Well, I won't say I do want to also tell you how pleased I am to welcome you and how much we depend upon you.
jfk_00805.wav|This tremendous increase in productivity in American farms, which has been the result of your work and that of your predecessors, is really the most astonishing phenomena, really, in the free world.
jfk_00806.wav|And it has been the most source of the greatest pride and satisfaction to us.
jfk_00807.wav|This is one area where our production really serves as the strongest magnet
jfk_00808.wav|to people all over the world who stand in a crossroads attempting to decide which road they shall travel.
jfk_00809.wav|Our problem is one of overproduction, one of our ability to produce more than we can consume at reasonable prices.
jfk_00811.wav|And where we have a world in which in so many areas, 50, 60, or 70, or 80% of the people in every nation are committed to the growth of food, this is bound to have the most impressive effects.
jfk_00812.wav|So that when we talk about agriculture, we should talk about it with pride and not always talk about it as one of our great problems or burdens.
jfk_00813.wav|It's really one of the great success stories of the United States and really of the whole free world.
jfk_00814.wav|In addition, we have to recognize that with this great success story, there has come special responsibilities upon us as a people.
jfk_00815.wav|The federal government, after all, is not an organic entity itself, but it is the common interest of all the people.
jfk_00816.wav|And therefore, we are concerned because we depend upon the farmers as consumers, the farmers themselves who work long and hard, as you know better than anyone, must be assured for their labor of an adequate return.
jfk_00818.wav|Now, we have to attempt within our governmental policies
jfk_00819.wav|to provide an adequate balance between supply and demand.
jfk_00820.wav|If the government should withdraw its efforts, as some people favor, then there would be a collapse of farm prices, as we saw in the 20s, and a disaster would follow from the farms to the cities.
jfk_00821.wav|If the federal government's policies are merely ineffective, we will have the surpluses piling up, the tremendous cost to the taxpayers, until ultimately the people who live in other sections of the country will grow tired and weary.
jfk_00822.wav|and will refuse to support to agricultural policies that promise no solution.
jfk_00824.wav|We depend upon you to help us achieve that balance, which is most difficult.
jfk_00827.wav|The farmers paid a heavy cost in that failure.
jfk_00828.wav|We're attempting to meet a problem which is difficult, which is challenging, but nevertheless a problem which I think we can meet.
jfk_00829.wav|And as I say, while you are prohibited by custom and law quite rightly from
jfk_00830.wav|involving yourself in any particular agricultural program or recommending it or lobbying it.
jfk_00831.wav|Nevertheless, we do value very highly the communication which goes from here to you, because you are our most direct link with the farmers themselves, and you are all farmers, and also what comes from you to us.
jfk_00832.wav|Your help last year in the feed grain program was greatly appreciated.
jfk_00833.wav|It helped to ensure its success, and we are therefore particularly glad that in the spring
jfk_00834.wav|which is the great time of the year for farmers that you've come to Washington for two days to exchange your views with the secretary.
jfk_00835.wav|I hope it will be an exchange, not merely from us to you, but from you to us, because we live in a rather isolated area.
jfk_00836.wav|It's not a particularly agricultural center here in Washington, and we depend upon you to tell us what farmers are thinking, not merely we hear through their organizations and the leaders of their organization, but what they themselves are thinking.
jfk_00838.wav|We hope you'll also see the members of Congress and acquaint them and the Senators.
jfk_00840.wav|I want to tell you again how glad that we are to welcome you here.
jfk_00841.wav|I see some familiar faces, and I hope you'll go back from Washington and tell the farmers of America that we are genuinely concerned about their progress, that our efforts are genuinely directed
jfk_00843.wav|And the Secretary of Agriculture represents the farmers in this administration.
jfk_00845.wav|Remarks of the President at cornerstone laying ceremonies at the new Rayburn office building from Capitol Hill in Washington, D.C., May 24th, 1962.
jfk_00846.wav|I thank you, Mr. Speaker, Mr. Chief Justice,
jfk_00847.wav|Members of the House and Senate, I appreciate very much the opportunity to join you in dedicating this building today to Speaker Sam Rabin.
jfk_00848.wav|We say in this country that ours is a government of laws, not of men.
jfk_00849.wav|And it is in the sense that we strive for equality and integrity in the administration of our government and of justice.
jfk_00851.wav|And it needs men of particular talents to make this system of ours work.
jfk_00852.wav|Our founding fathers, concerned about the centralization of authority, which they were revolting against, wrote very careful safeguards, checks, and balances into the American constitutional system.
jfk_00853.wav|This provides great protection for individual liberty and rights, but it also places a heavy burden upon the men and women who must make this system operate.
jfk_00855.wav|Executive, the Congress, the courts, the divisions between the national government and the state government requires the greatest harmony between the various bodies if our system is to function effectively.
jfk_00856.wav|Sam Rayburn understood this perhaps as well as any man in the history of our country.
jfk_00857.wav|Presidents of both parties pay equal tribute to him.
jfk_00859.wav|Nevertheless, he saw in a larger sense the necessity for harmonious relations between the various branches of the government.
jfk_00862.wav|This was his great skill and his lasting contribution, and I think sets the most powerful example before us all.
jfk_00863.wav|This ceremony, this edifice, this assemblage of public servants from all branches of the government, all states and all parties, pay homage to the memory of Speaker Sam Rabin.
jfk_00865.wav|would please him half so much, I believe, as to have his name preserved here in this fashion on Capitol Hill.
jfk_00866.wav|The Congress was his life, the House was his home, and he not only served it far longer than any who preceded him, but with distinction and wisdom as well.
jfk_00867.wav|He preferred to preside over the sessions of this body to any other place of prestige or power, and as a former member of the House of Representatives,
jfk_00868.wav|I join with all of you in saying that while he may be long missed, he will not be forgotten, and our task is to carry on the work to which he was so deeply dedicated.
jfk_00869.wav|Remarks of the President to the National Senior Citizens from the Rose Garden of the White House, May 26, 1962.
jfk_00870.wav|My old friend and colleague, Congressman Farrand, ladies and gentlemen, I want to welcome you to the White House and tell you how much we appreciate the support that you have given our efforts to provide medical care for the aging.
jfk_00871.wav|I believe that we are going to be successful, as I said last Sunday, if not this year.
jfk_00872.wav|And I believe that we have a very good prospect of being successful this year, then certainly next year.
jfk_00874.wav|that we should attempt to secure the passage of this most important legislation.
jfk_00875.wav|It will serve our citizens as effectively as Social Security is serving.
jfk_00877.wav|This is in the interest of our senior citizens and all those who will someday
jfk_00879.wav|In addition, it serves their children, your children, and others upon whom the burden of medical care falls most heavily.
jfk_00880.wav|This is a matter which affects our entire population, and with the long and distinguished record of service which the Social Security system has rendered, I believe that we have an opportunity in our time to build that edifice even more strongly.
jfk_00882.wav|And we are opposed by those who have opposed, in other days, progress.
jfk_00884.wav|And when we are, a good deal of the obligation for that success, a good deal of the thanks for that success, will rest with Congressman Farran and with all of you.
jfk_00885.wav|So we're very glad to have you here at the White House and to tell you how welcome you are.
jfk_00886.wav|The president's remarks to a group of high school seniors from Michigan
jfk_00887.wav|From the South Lawn of the White House, June 21, 1962.
jfk_00889.wav|And I must say, I don't think that there's any group of high school students who've been more welcome in Washington and welcome here at the White House.
jfk_00890.wav|Is Duane Richardson, I understood, that this young man may have come with you?
jfk_00891.wav|Duane, we're glad to see you.
jfk_00893.wav|We're particularly glad to welcome you for, I think, the reasons that you know.
jfk_00895.wav|Because all the things that we hope you might learn, all the lessons that a trip to this capital, this very old house
jfk_00896.wav|might have taught you, I think you learned in your own hometown, in your own school.
jfk_00898.wav|And I do think that it demonstrates that on occasions, and more occasions perhaps than we think, acts of generosity and consideration bring back returns many more times.
jfk_00901.wav|You can't possibly move through Washington without getting a greater sense of
jfk_00904.wav|And one day when Jackson was out walking, he put his cane down, said, this is where we're going to build the treasury.
jfk_00905.wav|Washington's full of these very close contacts with the past.
jfk_00906.wav|And all the people that you've read about in your history books, Lincoln and the Adams and Monroe and Wilson and Roosevelt and Eisenhower, Truman, all the others, all lived here and all participated in making this country greater.
jfk_00908.wav|And I hope that this will only be the first of many trips, that some of you will come and work in Washington.
jfk_00909.wav|Others will think of how you can serve your own hometown and your state.
jfk_00911.wav|So we're glad to have the best resource this country has, all of you.
jfk_00912.wav|And we're particularly glad to have had a chance to welcome you here.
jfk_00913.wav|I first heard about this when Senator Hart made a speech on the floor of the Senate.
jfk_00914.wav|Ken Heckler, who doesn't even come from Michigan, nor do I, he said that how important this effort was.
jfk_00919.wav|Remarks of the President at the Independencia Urban Housing Development in Mexico City, June 30, 1962.
jfk_00923.wav|I want to express my warm appreciation to the distinguished director for being kind enough to invite us here this morning.
jfk_00925.wav|I want to compliment the members of the council, the director, and the architect, and all of you, for how beautifully this project has been put together.
jfk_00927.wav|which are as important to the concept of the home as the roof itself.
jfk_00929.wav|however vital it may be, does not reach its full significance until there is also economic participation in the life of the country by the people themselves.
jfk_00930.wav|Housing, education, jobs and security go hand in hand with the real concepts of political equality and freedom.
jfk_00932.wav|This hemisphere must understand if we are going to accomplish the goals of Alianza Para El Progreso, a great movement forward by the people of this hemisphere.
jfk_00935.wav|Remarks of the President after the Medical Care for the Aged Bill was defeated by the Senate.
jfk_00937.wav|The medical care for the aged bill was defeated in the United States Senate.
jfk_00938.wav|A switch of two votes in the Senate would have provided, I believe, for its passage.
jfk_00943.wav|All those Americans who have parents, who are liable to be ill, and who have children to educate at the same time, mothers and fathers in their 30s and 40s, I believe they've suffered a serious setback.
jfk_00944.wav|In 1960, with Senator Anderson, I introduced the medical care for the aged.
jfk_00945.wav|A change of four votes in the Senate in 1960 would have provided for its passage.
jfk_00947.wav|I think the American people are going to make a decision in November as to whether they want this bill and similar bills to be passed or whether they want it to be defeated.
jfk_00948.wav|Nearly all the Republicans and a handful of Democrats joined with them to give us today's setback.
jfk_00952.wav|We have to decide, the United States in 1962, in November in the congressional elections, whether we want to stand still or whether we want to support this kind of legislation for the benefit of the people.
jfk_00954.wav|I hope that we will return in November a Congress that will support a program like medical care for the aged.
jfk_00955.wav|a program which has been fought by the American Medical Association and successfully defeated.
